OID_,World Port Index Number,Region Name,Main Port Name,Alternate Port Name,UN/LOCODE,Country Code,World Water Body,IHO S-130 Sea Area,Sailing Direction or Publication,Publication Link,Standard Nautical Chart,IHO S-57 Electronic Navigational Chart,IHO S-101 Electronic Navigational Chart,Digital Nautical Chart,Tidal Range (m),Entrance Width (m),Channel Depth (m),Anchorage Depth (m),Cargo Pier Depth (m),Oil Terminal Depth (m),Liquified Natural Gas Terminal Depth (m),Maximum Vessel Length (m),Maximum Vessel Beam (m),Maximum Vessel Draft (m),Offshore Maximum Vessel Length (m),Offshore Maximum Vessel Beam (m),Offshore Maximum Vessel Draft (m),Harbor Size,Harbor Type,Latitude,Longitude
1109,48040,Egypt Red Sea -- 47950,As Suways,Port Suez,EG SUZ,Egypt,Gulf of Suez; Red Sea; Indian Ocean, ,Sailing Directions Pub. 172 (Enroute) - Red Sea and the Persian Gulf,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub172bk.pdf&type=view,56085, , ,"coa10f, gen10c, h1048040",2,0,18.6,6.4,4.9,7.9,0,0,0,0,0,0,0,Large,Coastal (Breakwater),29.966667,32.55
1110,47970,Egypt Red Sea -- 47950,Al Qusayr,Kosseir; Quesir,EG AQU,Egypt,Red Sea; Indian Ocean, ,Sailing Directions Pub. 172 (Enroute) - Red Sea and the Persian Gulf,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub172bk.pdf&type=view, , , ,"coa10f, gen10c",1,0,7.9,23.2,7.9,0,0,0,0,0,0,0,0,Very Small,Open Roadstead,26.1,34.283333
1111,47010,Tanzania -- 46965,Dar Es Salaam, ,TZ DAR,Tanzania,Indian Ocean, ,Sailing Directions Pub. 171 (Enroute) - East Africa and the South Indian Ocean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub171bk.pdf&type=view,61192, , ,"a0247005, coa02c, gen02a, h0247005",3,0,9.4,12.5,7.9,11,0,0,0,0,0,0,0,Medium,Coastal (Natural),-6.816667,39.3
1112,46975,Tanzania -- 46965,Mtwara, ,TZ MYW,Tanzania,Indian Ocean, ,Sailing Directions Pub. 171 (Enroute) - East Africa and the South Indian Ocean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub171bk.pdf&type=view,61180, , ,"a0246970, coa02b, gen02b",3,0,20.1,4.9,9.4,9.4,0,0,0,0,0,0,0,Very Small,Coastal (Breakwater),-10.266667,40.2
1113,46890,Mozambique -- 46860,Beira, ,MZ BEW,Mozambique,Mozambique Channel; Indian Ocean, ,Sailing Directions Pub. 171 (Enroute) - East Africa and the South Indian Ocean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub171bk.pdf&type=view,61142, , ,"a0246890, coa02b, gen02b, h0246890",5,0,4.9,7.9,7.9,7.9,0,0,0,0,0,0,0,Medium,Coastal (Natural),-19.833333,34.833333
1114,46870,Mozambique -- 46860,Maputo,Lourenco Marques,MZ MPM,Mozambique,Indian Ocean, ,Sailing Directions Pub. 171 (Enroute) - East Africa and the South Indian Ocean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub171bk.pdf&type=view,61112, , ,"coa02j, gen02c, h0246870",4,120,13.3,15.5,15.4,9.4,0,0,0,12.9,0,0,0,Medium,Canal or Lake,-25.96277778,32.54472222
1115,46850,South Africa -- 46725,Durban,Port Natal,ZA DUR,South Africa,Indian Ocean, ,Sailing Directions Pub. 171 (Enroute) - East Africa and the South Indian Ocean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub171bk.pdf&type=view,61092, , ,"a0246850, coa02i, gen02c, h0246850",2,0,11,21.6,11.9,9.4,0,350,51,14.5,0,0,22.4,Large,Coastal (Breakwater),-29.866667,31.066667
1116,46830,South Africa -- 46725,East London, ,ZA ELS,South Africa,Indian Ocean, ,Sailing Directions Pub. 171 (Enroute) - East Africa and the South Indian Ocean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub171bk.pdf&type=view,61060, , ,"a0246830, coa02a, gen02c, h0246830",2,0,11,23.2,9.4,9.4,0,0,0,0,0,0,0,Small,River (Natural),-33.033333,27.916667
1117,57450,Thailand -- 57431,Bangkok,Krung Thep,TH BKK,Thailand,Gulf of Thailand; South China Sea; North Pacific Ocean, ,Sailing Directions Pub. 161 (Enroute) - South China Sea and Gulf of Thailand,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub161bk.pdf&type=view,93246, , ,"gen03a, h0357450",3,0,7.9,12.5,7.9,7.9,0,0,0,0,0,0,0,Large,River (Natural),13.75,100.5
1118,56328,Midway Islands -- 56327,Midway Island, , ,Midway Islands,North Pacific Ocean, ,U.S. Coast Pilot 10 - Oregon Washington Hawaii and Pacific Islands,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp10/CPB10_WEB.pdf,19481, , ,"coa13d, gen13c, h1356328",1,0,11,23.2,7.9,0,0,0,0,0,0,0,0,Very Small,Coastal (Breakwater),28.183333,-177.366667
1119,46770,South Africa -- 46725,Cape Town, ,ZA CPT,South Africa,South Atlantic Ocean, ,Sailing Directions Pub. 123 (Enroute) - Southwest Coast of Africa,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub123bk.pdf&type=view,57488, , ,"a0146770, coa01c, gen01c, h0146770",1,0,15.5,23.2,12.5,12.5,0,0,0,0,0,0,0,Large,Coastal (Breakwater),-33.916667,18.416667
1120,46650,Namibia -- 46635,Luderitz Bay,Angra Pequena,NA LUD,Namibia,South Atlantic Ocean, ,Sailing Directions Pub. 123 (Enroute) - Southwest Coast of Africa,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub123bk.pdf&type=view,57420, , ,"a0146650, coa01c, gen01c",1,0,7.9,18.6,7.9,6.4,0,0,0,0,0,0,0,Small,Coastal (Breakwater),-26.65,15.15
1121,45640,Algeria -- 45470,Oran, ,DZ ORN,Algeria,Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view,52282, , ,"a0845640, coa08o, gen08b, h0845640",1,0,23.2,23.2,11,0,0,0,0,0,0,0,0,Large,Coastal (Breakwater),35.7,-0.633333
1122,45550,Algeria -- 45470,Bejaia,Bougie,DZ BJA,Algeria,Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view,52220, , ,"a0845550, coa08n, gen08a, h0845550",0,0,14,9.4,9.4,0,0,0,0,0,0,0,0,Small,Coastal (Breakwater),36.75,5.083333
1123,44750,Turkey Asia -- 44360,Izmir,Smyrna,TR IZM,Turkey,Aegean Sea; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view,54388, , ,"a1044750, coa10c, gen10b, h1044750",2,0,9.4,14,7.9,4.9,0,0,0,0,0,0,0,Large,Coastal (Natural),38.433333,27.133333
1124,44610,Turkey Asia -- 44360,Derince Burnu, ,TR DRC,Turkey,Sea of Marmara; Mediterranean Sea; North Atlantic Ocean, ,Admiralty Sailing Directions - NP24 - Black Sea and Sea of Azov Pilot (United Kingdom Hydrographic Office),https://msi.geo.nga.mil/Publications/SDEnroute,55049, , ,"a1044620, coa10c, gen10b, h1044620",0,0,4.9,23.2,1.8,7.9,0,0,0,0,0,0,0,Small,Coastal (Breakwater),40.75,29.816667
1125,44540,Turkey Asia -- 44360,Haydarpasa,Haidar Pasha,TR HAY,Turkey,Sea of Marmara; Mediterranean Sea; North Atlantic Ocean, ,Admiralty Sailing Directions - NP24 - Black Sea and Sea of Azov Pilot (United Kingdom Hydrographic Office),https://msi.geo.nga.mil/Publications/SDEnroute,55047, , ,"a1043410, coa10c, gen10b, h1043420",0,0,23.2,11,4.9,0,0,0,0,0,0,0,0,Medium,Coastal (Breakwater),41,29.016667
1126,44410,Turkey Asia -- 44360,Giresun,Kerasunda,TR GIR,Turkey,Black Sea; North Atlantic Ocean, ,Admiralty Sailing Directions - NP24 - Black Sea and Sea of Azov Pilot (United Kingdom Hydrographic Office),https://msi.geo.nga.mil/Publications/SDEnroute,55160, , ,"coa10a, gen10b",0,0,23.2,23.2,6.4,6.4,0,0,0,0,0,0,0,Very Small,Coastal (Breakwater),40.933333,38.4
1127,50970,Jawa -- 50920,Jakarta,Batavia; Djakarta; Jakarta; Tandjoenpriok,ID JKT,Indonesia,Java Sea; South Pacific Ocean, ,Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub163bk.pdf&type=view,71186, , ,"a0450970, coa04a, gen04c, h0450970",0,0,11,0,11,21.6,0,0,0,0,0,0,0,Large,Coastal (Breakwater),-6.1,106.883333
1128,50730,Sumatera -- 50515,Belawan, ,ID BLW,Indonesia,Strait of Malacca; Indian Ocean, ,Sailing Directions Pub. 174 (Enroute) - Strait of Malacca and Sumatera,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub174bk.pdf&type=view,71295, , ,"a0350730, coa03c, gen03c, h0350730",2,0,7.9,7.9,9.4,4.9,0,0,0,0,0,0,0,Medium,River (Natural),3.783333,98.683333
1129,49982,Malaysia -- 49820,Johor,Pasir Gudang,MY JHB,Malaysia,Strait of Malacca; Indian Ocean, ,Sailing Directions Pub. 174 (Enroute) - Strait of Malacca and Sumatera,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub174bk.pdf&type=view,71250, , ,"coa03f, gen03c, h0349995",3,0,9.4,9.4,4.9,14,0,0,0,0,0,0,0,Large,River (Natural),1.433333,103.9
1130,43680,Ukraine -- 43620,Kherson,Khyerson,UA KHE,Ukraine,Black Sea; North Atlantic Ocean, ,Admiralty Sailing Directions - NP24 - Black Sea and Sea of Azov Pilot (United Kingdom Hydrographic Office),https://msi.geo.nga.mil/Publications/SDEnroute,55130, , ,"coa10b, gen10b",2,0,4.9,7.9,7.9,6.4,0,0,0,0,0,0,0,Small,Open Roadstead,46.616667,32.6
1131,43650,Ukraine -- 43620,Odesa,Odyessa,UA ODS,Ukraine,Black Sea; North Atlantic Ocean, ,Admiralty Sailing Directions - NP24 - Black Sea and Sea of Azov Pilot (United Kingdom Hydrographic Office),https://msi.geo.nga.mil/Publications/SDEnroute,55081, , ,"a1043650, coa10b, gen10b, h1043650",1,0,7.9,9.4,7.9,4.9,0,0,0,0,0,0,0,Large,Coastal (Breakwater),46.483333,30.733333
1132,43420,Turkey Europe -- 43325,Istanbul,Constantinople,TR IST,Turkey,Sea of Marmara; Mediterranean Sea; North Atlantic Ocean, ,Admiralty Sailing Directions - NP24 - Black Sea and Sea of Azov Pilot (United Kingdom Hydrographic Office),https://msi.geo.nga.mil/Publications/SDEnroute,55047, , ,"a1043410, coa10c, gen10b, h1043420",0,0,12.5,23.2,6.4,1.8,0,0,0,0,0,0,0,Large,Canal or Lake,41.016667,28.966667
1133,41670,Albania -- 41650,Durres,Durazzo,AL DRZ,Albania,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view,54267, , ,"a0941670, coa09c, gen09, h0941670",1,0,7.9,7.9,7.9,6.4,0,0,0,0,0,0,0,Small,Coastal (Breakwater),41.316667,19.45
1134,41640,Serbia and Montenegro -- 41560,Bar, ,ME BAR,Montenegro,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view,54091, , ,"a0941320, coa09c, gen09, h0941640",1,0,17.1,23.2,9.4,12.5,0,0,0,0,0,0,0,Small,Coastal (Breakwater),42.083333,19.083333
1135,41610,Serbia and Montenegro -- 41560,Kotor, ,ME KOT,Montenegro,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view,54090, , ,"a0941320, coa09c, gen09",1,0,15.5,14,4.9,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),42.416667,18.766667
1136,41030,Croatia -- 40877,Bakar,Buccari,HR BAK,Croatia,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view,54180, , ,"a0941010, coa09c, gen09",0,0,23.2,23.2,17.1,9.4,0,0,0,0,0,0,0,Small,Coastal (Natural),45.3,14.533333
1137,40500,Italy East Coast -- 40390,Brindisi, ,IT BDS,Italy,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view,54082, , ,"a0940500, coa09c, gen09, h0940500",1,0,14,23.2,11,9.4,0,0,0,0,0,0,0,Large,Coastal (Breakwater),40.65,17.983333
1138,40480,Italy East Coast -- 40390,Gallipoli, ,IT GAL,Italy,Golfo di Taranto; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view,"54060, 54090", , ,"coa09c, gen09, h0940480",0,0,11,12.5,12.5,0,0,0,0,0,0,0,0,Medium,Coastal (Breakwater),40.06,17.984
1139,40110,Sicilia -- 40090,Milazzo, ,IT MLZ,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view,"53180, 53200", , ,"coa09b, gen09, h0940110",0,0,9.4,23.2,9.4,23.2,0,0,0,0,0,0,0,Medium,Open Roadstead,38.216667,15.25
1140,39950,Italy West Coast Cont -- 39730,Bagnoli, ,IT BLN,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view,"53162, 53166", , ,"a0939960, coa09b, gen09, h0939960",0,0,23.2,20.1,12.5,0,0,0,0,0,0,0,0,Small,Open Roadstead,40.81,14.158
1141,39520,Italy West Coast -- 39330,La Spezia,Spezia,IT SPE,Italy,Ligurian Sea; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view,53105, , ,"a0839520, coa08k, gen08a, h0839520",1,0,14,15.5,14,11,0,0,0,0,0,0,0,Large,Coastal (Breakwater),44.1,9.833333
1142,39470,Italy West Coast -- 39330,Genova, ,IT GOA,Italy,Ligurian Sea; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view,53104, , ,"a0839470, coa08k, gen08a, h0839470",1,0,15.5,7.9,14,23.2,0,0,0,0,0,0,0,Large,Coastal (Breakwater),44.398,8.922
1143,39120,Corse -- 39040,L'ile Rousse, ,FR ILR,France,Ligurian Sea; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view,"53100, 53110", , ,"a0839110, coa08k, gen08a",0,0,6.4,23.2,7.9,0,0,0,0,0,0,0,0,Very Small,Coastal (Breakwater),42.633333,8.933333
1144,38810,France South Coast -- 38710,Marseille, ,FR MRS,France,Gulf of Lion; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view,53062, , ,"a0838810, coa08j, gen08a, h0838810",0,0,12.5,11,15.5,11,0,0,0,0,0,0,0,Small,Coastal (Breakwater),43.316667,5.366667
1145,38550,Spain SE Coast -- 38340,Barcelona, ,ES BCN,Spain,Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view,52122, , ,"a0838550, coa08i, gen08a, h0838550",1,0,9.4,23.2,15.5,0,0,0,0,0,0,0,0,Large,Coastal (Breakwater),41.35,2.166667
1146,38495,Spain SE Coast -- 38340,Burriana, ,ES BRX,Spain,Balearic Sea; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view,52080, , ,"a0838500, coa08i, gen08b",0,0,4.9,11,4.9,0,0,0,0,0,0,0,0,Very Small,River (Natural),39.883333,-0.05
1147,38430,Spain SE Coast -- 38340,Cartagena, ,ES CAR,Spain,Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view,52063, , ,"a0838430, coa08o, gen08b, h0838430",1,0,11,23.2,12.5,20.1,0,0,0,0,0,0,0,Small,Coastal (Breakwater),37.583333,-0.983333
1148,38090,Acores -- 38060,Angra Do Heroismo, ,PT ADH,Portugal,North Atlantic Ocean, ,Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub143bk.pdf&type=view,51064, , ,"a0838095, coa08g, gen08c, h0838090",2,0,12.5,23.2,6.4,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),38.65,-27.216667
1149,38080,Acores -- 38060,Horta, ,PT HOR,Portugal,North Atlantic Ocean, ,Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub143bk.pdf&type=view,51061, , ,"a0838080, coa08g, gen08c, h0838080",2,0,12.5,23.2,6.4,0,0,0,0,0,0,0,0,Small,Coastal (Breakwater),38.533333,-28.633333
1150,37970,Portugal -- 37930,Aveiro, ,PT AVE,Portugal,North Atlantic Ocean, ,Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub143bk.pdf&type=view,51120, , ,"coa08d, gen08b, h0837970",3,0,6.4,11,9.4,0,0,0,0,0,0,0,0,Medium,River (Natural),40.65,-8.65
1151,37860,Spain N Coast -- 37270,Marin, ,ES MPG,Spain,North Atlantic Ocean, ,Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub143bk.pdf&type=view,51100, , ,"coa08d, gen08b",4,0,23.2,23.2,11,0,0,0,0,0,0,0,0,Small,Coastal (Breakwater),42.4,-8.7
1152,32240,Scotland East Coast -- 31870,Fraserburgh Harbor, ,GB FRB,United Kingdom,North Sea; North Atlantic Ocean, ,Sailing Directions Pub. 141 (Enroute) - Scotland,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub141bk.pdf&type=view,"35013, 35055", , ,"coa20f, gen20b",3,0,4.9,11,6.4,6.4,0,0,0,0,0,0,0,Small,Coastal (Breakwater),57.683333,-2
1153,32200,Scotland East Coast -- 31870,Montrose, ,GB MON,United Kingdom,North Sea; North Atlantic Ocean, ,Sailing Directions Pub. 141 (Enroute) - Scotland,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub141bk.pdf&type=view,"35013, 35014", , ,"a2032220, coa20e, gen20b",4,0,4.9,23.2,6.4,4.9,0,0,0,0,0,0,0,Very Small,River (Natural),56.7,-2.466667
1154,32170,Scotland East Coast -- 31870,Dundee, ,GB DUN,United Kingdom,North Sea; North Atlantic Ocean, ,Sailing Directions Pub. 141 (Enroute) - Scotland,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub141bk.pdf&type=view,"35013, 35014", , ,"coa20e, gen20b, h2032170",5,0,6.4,7.9,9.4,7.9,0,0,0,0,0,0,0,Large,River (Basins),56.466667,-2.95
1155,31860,England East Coast -- 31330,Berwick-Upon-Tweed, ,GB BWK,United Kingdom,North Sea; North Atlantic Ocean, ,Sailing Directions Pub. 192 (Enroute) - North Sea,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub192bk.pdf&type=view,"35010, 35014", , ,"coa20e, gen20b",4,0,1.8,12.5,4.9,0,0,0,0,0,0,0,0,Very Small,River (Tide Gates),55.766667,-2
1156,31820,England East Coast -- 31330,Blyth, ,GB BLY,United Kingdom,North Sea; North Atlantic Ocean, ,Sailing Directions Pub. 192 (Enroute) - North Sea,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub192bk.pdf&type=view,"35006, 35010", , ,"a2031765, coa20e, gen20b",3,0,7.9,17.1,6.4,0,0,0,0,0,0,0,0,Medium,River (Natural),55.116667,-1.5
1157,31580,England East Coast -- 31330,Great Yarmouth, ,GB GTY,United Kingdom,North Sea; North Atlantic Ocean, ,Sailing Directions Pub. 192 (Enroute) - North Sea,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub192bk.pdf&type=view,37055, , ,"a2031530, coa20d, gen20b",2,0,3.4,9.4,3.4,3.4,0,0,0,0,0,0,0,Small,River (Natural),52.616667,1.733333
1158,31570,England East Coast -- 31330,Lowestoft, ,GB LOW,United Kingdom,North Sea; North Atlantic Ocean, ,Sailing Directions Pub. 192 (Enroute) - North Sea,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub192bk.pdf&type=view,37055, , ,"a2031530, coa20d, gen20b",2,0,3.4,7.9,4.9,4.9,0,0,0,0,0,0,0,Small,Coastal (Breakwater),52.483333,1.75
1159,31560,England East Coast -- 31330,Felixstowe, ,GB FXT,United Kingdom,North Sea; North Atlantic Ocean, ,Sailing Directions Pub. 192 (Enroute) - North Sea,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub192bk.pdf&type=view,37140, , ,"a2031530, coa20d, gen20b, h2031530",2,0,14,11,6.4,7.9,0,0,0,0,0,0,0,Very Small,River (Natural),51.95,1.316667
1160,31530,England East Coast -- 31330,Harwich, ,GB HRW,United Kingdom,North Sea; North Atlantic Ocean, ,Sailing Directions Pub. 192 (Enroute) - North Sea,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub192bk.pdf&type=view,37140, , ,"a2031530, coa20d, gen20b, h2031530",3,0,12.5,11,9.4,7.9,0,0,0,0,0,0,0,Small,River (Natural),51.95,1.283333
1161,31290,Belgium -- 31240,Bruges, ,BE BGS,Belgium,North Sea; North Atlantic Ocean, ,Sailing Directions Pub. 192 (Enroute) - North Sea,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub192bk.pdf&type=view,37120, , ,"coa21a, gen21a",0,0,7.9,0,4.9,0,0,0,0,0,0,0,0,Very Small,Canal or Lake,51.233333,3.216667
1162,31270,Belgium -- 31240,Ghent,Ghent,BE GNE,Belgium,North Sea; North Atlantic Ocean, ,Sailing Directions Pub. 192 (Enroute) - North Sea,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub192bk.pdf&type=view,37250, , ,"gen21a, h2131220",0,0,11,14,11,4.9,0,0,0,0,0,0,0,Medium,Canal or Lake,51.066667,3.733333
1163,31260,Belgium -- 31240,Bruxelles,Brussels,BE BRU,Belgium,North Sea; North Atlantic Ocean, ,Sailing Directions Pub. 192 (Enroute) - North Sea,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub192bk.pdf&type=view, , , ,gen21a,0,0,3.4,11,3.4,3.4,0,0,0,0,0,0,0,Small,River (Tide Gates),50.866667,4.35
1164,31250,Belgium -- 31240,Antwerpen,Antwerp; Anvers,BE ANR,Belgium,North Sea; North Atlantic Ocean, ,Sailing Directions Pub. 192 (Enroute) - North Sea,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub192bk.pdf&type=view,37247, , ,"gen21a, h2131250",4,0,11,20.1,11,6.4,0,0,0,0,0,0,0,Large,River (Tide Gates),51.216667,4.4
1165,31060,Netherlands -- 30980,Amsterdam, ,NL AMS,Netherlands,North Sea; North Atlantic Ocean, ,Sailing Directions Pub. 192 (Enroute) - North Sea,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub192bk.pdf&type=view,37166, , ,"coa21a, gen21a, h2131060",2,0,12.5,14,9.4,7.9,0,0,0,0,0,0,0,Large,Canal or Lake,52.366667,4.9
1166,31040,Netherlands -- 30980,Ijmuiden,Ymuiden,NL IJM,Netherlands,North Sea; North Atlantic Ocean, ,Sailing Directions Pub. 192 (Enroute) - North Sea,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub192bk.pdf&type=view,37163, , ,"a2131060, coa21a, gen21a, h2131060",2,0,14,14,9.4,0,0,0,0,0,0,0,0,Small,Coastal (Tide Gates),52.466667,4.583333
